sentence,smell confidence,overt or impiled,smell words,,
"Articles Destroyed at Owners' Request.- Palliasses 37, Beds 5, Pillows 2, Odd Articles 62.",0,,,,
"On the face of this plaint it is stated that the defect must be at once remedied, and a certificate that this has been done, signed by the proper authority, returned to the office.",0,,,,
"(7) Giving special treatment, such as "" Tuberculin,"" and giving medicinal treatment in cases where, for special reasons, they are not being treated by general practitioners, Poor Law doctors, or other medical men.",0,,,,
"Your Committee has already recognised the importance of not putting any obstacles whatever in the way of prompt removal of infectious sick, and has reduced the charge from 35s. to 21s. per week.",0,,,,
The Home is still found to be of very great benefit to the mothers of Bermondsey and has been taken full advantage of during the year.,0,,,,
"This scheme specially recommends itself to me as it will provide for much more efficient medical supervision, not only in the Centres themselves, but also of the mothers in their homes, which is most important.",0,,,,
"The house-to-house inspections numbered 4,049.",0,,,,
"18.—The Master shall cause the ship to be disinfected, and every article therein, other than those last described, which may probably be infected with Cholera, to be disinfected or destroyed, according to the directions of the Medical Officer of Health.",weak,implied,disinfected,,
Royal Albert Dock Erysipelas (?) Port Sanitary Hospital „ 29 London and Str.,0,,,,
"There were 73 deaths of infants under one year of age in Chelsea in 1920, equivalent to an Infant Mortality Rate of 52 per 1,000 Births.",0,,,,
One sample of milk to be submitted to bacteriological examination at the expense of the applicant.,0,,,,
"23 INDEX TO APPENDICES. « Appendix Page A Number of Vessels inspected in each Dock and on the River, from December 31st, 1889, to June 30th, 1890 24 B Number and Nationality of Vessels inspected, from January 1st to June 30th, 1890 25 C List of Effects Disinfected 26 D I Jst of Vessels Fumigated, with Causes 27 E Number of Structural Alterations carried out 28 F Number of Vessels in which Structural Alterations have been ordered, but not yet completed 28 G Cases of Infectious Diseases in the Port of London 29 H Particulars of Unsound Meat and Food condemned by Port Sanitary Authority 31 I Particulars of Inspection of Canal Boats 33 J Number of Water Barges inspected 34 24 APPENDIX A. Number of Vessels Inspected in each Dock and on the River, from December 31st, 1889, to June 30th, 1890.",0,,,Not a sentence,
"UNSOUND FOOD. The quantity of unsound food dealt with by your Officers has been small, although the number of seizures has been somewhat larger than usual.",0,,,,
No. of Vessels in which Alterations have been made.,0,,,,
"METEOROLOGICAL TABLE FOR LONDON, 1902.",0,,,,
"Chelsea Day Nuriery, 65, Sydney-street.",0,,,,
"Public Health Department, Town Hall, Bermondsey, S.E.16.",0,,,,
"Ditto Ditto Royal Albert Dock Chicken-pox (?) Branch Seamen's Hospital, Royal Albert Dock „ 16 Ditto - - - Str.",0,,,,
REPORT ON THE SANITARY CONDITION OF THE BOROUGH OF BERMONDSEY For the Year 1924.,0,,,,
"For the previous year the deaths numbered 50, and for the year 1900 they were 58.",0,,,,
20 - Erymanthe Marseilles - Small-pox.,0,,,,
"Nevertheless from these sources poisonous micro-organisms are continually being poured into the stomach, or else into the blood and lymphatic streams direct from the gums, which in the former case will lead to dyspepsia and ulcer of the stomach, and in the latter to some form of rheumatism or neuritis.",0,,,,
"A few cases have been imported, but fortunately arrested before doing much damage.",0,,,,
"A series of lantern slides (ten to fifteen in number) is shown to begin with and, while these are on the screen, the lecturer explains to the audience the purpose of the demonstration, dealing with each slide and its subject individually and amplifying his remarks by reference to the film which is shown immediately after the slides.",0,,,,
Two have been repaired (such repairs amounting almost to rebuilding).,0,,,,
One new iron water barge is now being built.,0,,,,
"April 8 Rimutaka - 89,652 Royal Albert Dock New Zealand 1 carcase, 16 parts, 4 legs mutton. "" 30 Aslileigh Brook - 86,171 Ditto Ditto 730 carcases, 38 part carcases mutton.",weak,implied,"carcasses, mutton",,
"Bearing in mind the nature of this malady, and the great danger involved in sending such cases into an infectious disease hospital, your Medical Officer decided to refuse admission, and advised your Worshipful Committee to endorse his action.",0,,,,
44 III.—Flag to be hoisted by Ships infected with Cholera.,0,,,,
"It seems rather an anomaly that although the Act requires an entry to be made of the sickness of any member of the crew, it is not compulsory in the case of a passenger; this omission might easily lead to serious consequences.",0,,,,
"With the approval of the Ministry of Health, the Borough Council made financial grants for the year commencing 1st April, 1920, as follows :— Chelsea Health Society and School for Mothers £ 450 Bed Cross Nursing Home for Babies, Edithterrace 400 Chelsea Branch of Invalid Children's Aid Association 80 Chelsea Day Nursery, 65, Sydney-street 100 Convalescent Homes for Nursing Mothers and Infants 32 £1062 Half this amount, namely £531, is recovered as a grant from the Ministry of Health.",0,,,,
"If a publicity campaign is to be any use at all there must be careful co-ordination, so that Town Hall lectures, open-air demonstrations, newspaper advertisements and pamphlets all deal with the same subject at the same time ; as, for instance, they would all deal, or have some bearing on, say, Cancer, for one week.",0,,,,
"Most of these houses were inspected in June, 1919 (see Annual Eeport for 1919, p. 15).",0,,,,
Name and address of producer or producers to be submitted to the Council.,0,,,,
"THE Port of London Sanitary Committee did this day deliver into this Court a Report in Avriting, under their hands, of proceedings of the Committee, and submitting the Report of the Medical Officer of Health of the Port of London for the Halfyear ending 31st December, 1890, and recommending the following re-appointments for One year from Lady Day, 1891, viz. : — William Collingridge, Esq., M.D., as Medical Officer of Health, Henry Spadaccini, William Baillie, William Anderson, as Sanitary Inspectors; Thomas William Bailey, also for authority to re-appoint Philip Whitcombe, Esq., Medical Officer of the Hospital at Gravesend, at his present rate of remuneration, viz., Two hundred Guineas per annum ; which was read.",0,,,,
One blood examined showed the presence of paratyphoid B. organism.,0,,,,
"It is a notorious fact within the personal knowledge of most Councillors that very often the milk supplied in Bermondsey is dirty, not infrequently septic, and sometimes tuberculous.",weak,implied,"dirty,not infrequently septic",,
"The vessel left Cape Town on the 25th March, and the disease appeared immediately afterwards.",0,,,,
"And, moreover, the very fact of there being a charge must act as a deterrent;. If it be known to all that no payment would or could be demanded, hospitals would be more popular, isolation more complete, and the prevention of epidemics more feasible.",0,,,,
"June 6 Brittannia 93,196 Ditto Sydney 15 cases apples. "" 11 Kaikoura 89,627 Ditto New Zealand - 822 carcases, 67 parts of carcases mutton, and 61 boxes kidneys. "" 11 Doric 87,847 Ditto Ditto 17 cases apples.",weak,implied,"carcasses, mutton",,
"Two of the late owners were stated to have died from ""fever,"" and two from "" cholera,"" while in the remaining cases the cause of death was either not stated, or so stated as to be unintelligible.",0,,,,
This milk can now be obtained in the Borough.,0,,,,
"In the first place tuberculous persons in the Borough receive two sets of visits, one from the Care Committee, and another from the staff of the Dispensary.",0,,,,
"Laws dealing with infectious disease are frequently evaded, but where an individual knows the reason for compliance, and that it is for his benefit, you will never find there is any desire to do so.",0,,,,
"The accommodation in the dining, reading, and smoking rooms is as follows:— No. of Lodgers.",0,,,,
"This report was adopted by the Council on the 21st November, 1919, and in the following December nominations were received for this Committee, but in the same month a rescinding resolution was passed by the Council, and a narrower constitution of the Committee was adopted.",0,,,,
The scars are much smaller and the keloid scars are becoming softer.,0,,,,
"Unfortunately, one of the adults had to return home on account of heart trouble from which she ultimately died.",0,,,,
There would be a space at the sides for dressing rooms and lavatory accommodation for men and women.,0,,,,
Number of Administrations of Anaesthetics.,0,,,,
"15.—The Medical Officer of Health shall, in the case of every ship certified to be infected, give directions, and take such steps as may appear to him to be necessary, for preventing the spread of infection, and the Master of the said ship shall forthwith carry into execution such directions as shall be so given to him.",0,,,,
TOTALS. Number of Samples Taken.,0,,,,
7. Bottles and other utensils to be efficiently washed and cleansed before sterilising.,0,,,,
"It is hardly too much to say that in proportion as knowledge spreads in a population, disease and incapacity decline .... As in the individual so in the community, knowledge is the sheet anchor of preventive medicine.",0,,,,
"Sections 97, 98, and 99 of the Act provide for the proper conditions, periodical cleansing, &c., of Bakehouses.",0,,,,
The fact that so infectious a disorder was thus checked is sufficient proof (if any be needed) of the extreme value of isolation accommodation for this and other similar institutions.,0,,,,
"During the year 1920, 119 new cases of pulmonary tuberculosis were notified, as against 113 in 1919.",0,,,,
25 and under 45 years.,0,,,,
"The average deaths from Zymotic diseases was 1.89 per 1,000 persons living, as compared with 2.32 for the previous year, and 2.21 for the County of London, and for seventy-six of the largest towns in England per 1,000 persons living 2.12.",0,,,,
"Provision is also made for cases where a Sanitary Authority is unable to fix within its own jurisdiction a place for the detention of vessels, giving them power to appoint some suitable spot, if necessary, outside its district with the sanction of the Local Government Board (see Article 6).",0,,,,
There were no cases notified during 1924.,0,,,,
"Five specimens of pus were examined for the gonococcus in 1920, two being positive and three negative, and 3 samples of blood for the Wassermann (syphilis) reaction, all being negative.",0,,,,
Sale of Food and Dbugs Acts.,0,,,,
"The class, of course, includes both children and adults, but the majority are children.",0,,,,
"Other members of the staff, including the Municipal Dental Surgeon, the Chief Clerk, etc., are also taking an active part in advancing the scheme decided on by the Council.",0,,,,
"27 - Coptic 84,164 Ditto Ditto 2 carcases, 11 pieces, and 1 haunch mutton.",weak,implied,"carcasses, mutton",,
All these difficulties were overcome by the staff of the Department.,0,,,,
"The School Board is unable to provide this on board (as isolation is there impossible), nor can it be obtained on shore.",0,,,,
"Your Worshipful Committee had previously applied for an order to prohibit rags from Mesopotamia and other parts where the cholera was at the time prevailing, but the Local Government Board did not see its way clear to issuing such.",0,,,,
"American 1 - Austrian 6 .79 Belgian 4 .53 British 6,554 87.01 Chilian 1 — Danish 88 1.16 Dutch 82 1.08 Finnish 21 .27 French 30 .39 German 291 3.86 Greek 3 .03 Italian 8 .10 Russian 10 .13 Spanish 39 .51 Swedish and Norwegian 394 5.23 Total 7,532 E 26 APPENDIX C. Effects Disinfected, from January 1st to June 30th, 1890.",0,,,,
"There can be no doubt as to the danger of importation of disease of other kinds than cholera by means of rags and old clothes, filthy as they always are, and I would take this opportunity of calling attention once more to the advisability of some general scheme for dealing with all imported rags, so as to avoid the necessity for any special and intermittent arrangements, which for obvious reasons must always prove ineffectual.",0,,,,
"6 Maternity Nurse.—The number of necessitous women provided with a maternity nurse under the Council's scheme for confinements during 1920, was 44, as against 60 in 1919.",0,,,,
1 case was notified in 1924.,0,,,,
"Happily, however, the summer up to the present time has been extremely cold and wet.",0,,,,
"Now practically all these diseases are due to an invasion of the tissues by microbes or germs, but the medical profession does not know in many cases where these germs come from, or how they gain entrance, but they at least know the mode of entrance in some cases.",0,,,,
"On visiting the boat it was found to be diphtheria, and, after very great difficulty in obtaining the consent of the parents, was taken to the Asylum Board's Hospital, where it unfortunately died.",0,,,,
Milk 4 tins Cheese 80 lbs.,0,,,,
"The death-rate was equal to an annual rate of 16.3, whilst the death-rate for the Metropolis as a whole was 17.2, and for England and Wales 16.3.",0,,,,
October 17th — Shardeloes Road.,0,,,,
"86 cases were returned from hospital as not suffering from the disease for which they were notified, but, if allowance is made for mild unreported cases, the recorded notifications would, if anything, understate the actual number of cases.",0,,,,
"INFANTILE MORTALITY. Infantile mortality, that is to say, the proportion of deaths of infants under one year to every 1,000 children born was 138, as compared with 150 for the previous year, and 139 for the County of London, and in seventy-six of the largest provincial towns 146.",0,,,,
"They cannot in any way part with their obligations, and cannot demand as a right what the Port Sanitary Authority is prepared to concede as a favour.",0,,,,
A special fortnightly session is set aside for these patients.,0,,,,
This is the first lodging house on these lines that the London County Council has attempted.,0,,,,
"Miss A. L. can hardly be recognised, she looks splendid, and her increase in weight (10 lbs.) shows how good her general condition is.",0,,,,
"There was one death from dysentery of a Chelsea resident, which occurred outside the Borough.",0,,,,
"The quantity of rags from these parts is not large, but the danger cannot be considered as in proportion to the amount, inasmuch as one bale of infected clothing is quite as likely to introduce disease as a large consignment.",0,,,,
"None of the above were removed to Hospital, but the best possible arrangements made for isolation in their own homes, thorough fumigation being subsequently resorted to.",0,,,,
"Twenty-eight secondary cases were notified; they occurred in 15 different houses, and were thus distributed: 4 houses had each 3 cases, 9 houses had 2 cases each, one house had 5 cases (4 in one family), and another had 7 cases (2 families).",0,,,,
"By next Summer I have no doubt that we will be able to fill both the Bermondsey and Rotherhithe Town Halls, but we must be largely guided, not only in the lectures we give, but in the steps we take to secure larger audiences by the interest which is shown in the various subjects by the public themselves.",0,,,,
"Thus, in January, the clothing of two men who had died from ""fever""— one, typhus—was sent home from Rotterdam without any information as to disinfection. d 2 20 Two other consignments were received, the late property of persons who had died from typhoid fever, while one packet was that of a deceased seaman, the cause of death not being stated.",0,,,,
"Number of homes visited (first visits) Infants 974 „ revisits, Infants 2120 „ Infants' attendances at Infant sultations 3281 „ visits to Children of one year to School age 127 „ revisits, ditto 2897 „ Children of one year to School age, attendances at medical spections 947 „ Ante-natal visits to expectant mothers 820 „ Ante-natal case attendances at ante-natal clinic 405 5 Number of Visits to Diarrhcea cases amongst children 79 „ Cases of Diarrhcea found 31 „ Visits to cases of Ophthalmia natorum 37 General additional visits in connection with the work 968 As compared with 1919, there were 1,391 more infant attendances at infant consultations ; 38 more attendances of children of one year to School age at medical inspections ; 8 fewer attendances of ante-natal cases at the ante-natal clinic, whilst the ante-natal home visits were increased by 11.",weak,implied,Diarrhcea,,
32 cases were returned from hospital as not suffering from scarlet fever.,0,,,,
"The Nurses paid 138 visits to eight patients suffering from influenzal pneumonia, the average number of visits per patient being 17.- 12 Pneumonia.",0,,,,
"In November, 1913, a special committee, called a Case Committee, was appointed, and this subse- quently developed into want is known as the After-Care Committee, the idea being that this Committee could keep in touch with all persons who were attending or who had attended the Dispensary, follow them up, keep continuous records of their progress or otherwise, and assist them when necessary either with advice, money or other necessaries.",0,,,,
"There were two deaths from this disease, the case mortality being 1-0 per cent.; 97 per cent, of the cases were removed to hospital.",0,,,,
"(1) Outworkers' Lists, Section 107.",0,,,,
"In this Borough 188 certificates were received, dealing with 139 cases, of these 6 were returned as not Small-Pox (two cases which do not appear in the total were dealt with as Small-Pox, but on being returned home as errors of diagnosis, the certificates were withdrawn).",0,,,,
"Five cases of acute primary pneumonia in males, and 14 cases in females were notified in Chelsea during the year.",0,,,,
The vessel left Calcutta on 3rd July.,0,,,,
No case occurred amongst the staff.,0,,,,
"Table No. 6 shows the number and distribution of deaths from Small-pox during the outbreak, with proportionate fatality for each Metropolitan Borough.",0,,,,
"Mr. F. W. Smith, Second Clerk.",0,,,,
"Of the total number, 347 required some amount of cleansing to be carried out (= 4\5 per cent.) This is about the usual average proportion.",0,,,,
THE SANITARY STAFF. During the year the Local Government Board approved of the Medical Officer of Health relinquishing private practice and devoting his time to the Public Health work of the borough.,0,,,,
Estimated Population middle of 1902.,0,,,,
"Of the pulmonary tuberculosis cases ending fatally, 41 per cent, died in the Chelsea Infirmary, and 30 per cent, in other public institutions, that is to say, 71 per cent, died away from their homes, the corresponding figure for 1919 being 64 per cent.",0,,,,
"DISINFECTION. A steam disinfecting apparatus (Washington Lyons) is provided at the Council's yard, in which all articles of clothing and bedding are disinfected.",0,,,,
He was taken ill on the 20th.,0,,,,
No source of disease could be traced.,0,,,,
Only three cases of influenzal pneumonia were notified in Chelsea in the year.,0,,,,
509 p'kages tons cwts. qrs. lbs.,0,,,,
"TABLE OF CONTENTS. Page Population of Chelsea 3 Births and Birth-Rate 3 Notification of Births 3 Maternity and Child Welfare 4 Infant Mortality 4 Work of Health Visitors 5 Ante-Natal and Infant Clinics 5 Maternity Nurse and Midwife 6 Home-Help 6 Chelsea Day Nursery 6 Chelsea Red Cross Nursing Home for Infants 6 Chelsea Branch of I.C.A.A. 7 The Milk (Mothers and Childrens) Orders 7 Deaths and Death-Rate 8 Birth and Death-Rates of Special Classes 8 Infant Mortality Rates and Deaths, 1-5 years 9 Infectious Diseases 10 Influenza and Pneumonia 11 Tuberculosis 12 Chelsea Tuberculosis Dispensary 12 Encephalitis Lethargica and Cerebro-spinal Meningitis 13 Puerperal Fever and Ophthalmia Neonatorum 14 Venereal Disease diagnosis 14 Housing of the Working Classes 14 Sale of Food and Drugs Acts 15 Work of the Public Health Department 16 Summary of Work in 1920 17-19 Magisterial Proceedings 20-22 ANNUAL REPORT OF THE MEDICAL OFFICER OF HEALTH For the Year 1920.",0,,,,
"ANNUAL REPORT OF ROOMS, BEDDING, ETC., DISINFECTED DECEMBER 28th, 1901, TO DECEMBER 27th, 1902, INCLUSIVE. Date.",0,,,,
The Barking outfall has been in operation for the last six months.,0,,,,
"Re-vaccination was offered gratuitously to the crew, but all refused to submit thereto.",0,,,,
"From this it was thought that possibly the benefit of sunlight could be explained by the penetration of certain invisible rays, and the exposures to the ultra-violet rays of the sunlight by Finsen in the first instance were confined to that part of the body which was affected by the disease.",0,,,,
"At the request of the Tuberculosis Care Committee the Chelsea Branch visited 21 cases of children, treated under the London County Council Tuberculosis scheme, to collect and forward to the Council the parents' contributions.",0,,,,
Situation of the Common Lodging House.,0,,,,
There shall be no opening into the underground bakehouse for any purpose which will tend unduly to the admission of dust from the adjoining street.,0,,,,
"Article 19 compels the hoisting by every cholera infected ship, within three miles of the coast, of the yellow flag, between sunrise and sunset.",0,,,,
6. The care of the children and of the home during the absence of the mother and housewife.,0,,,,
Provision shall be made for the removal of steam from the underground bakehouse.,0,,,,
Deaths in or belonging to Localities (at all ages).,0,,,,
"Vinegar 174F Added water, 15 per cent.",0,,,,
"The speaker was the Dental Surgeon, Mr. Grantley Smith.",0,,,,
Number of Administrations of Anæsthetic.,0,,,,
"Apples and Pears 485 p'kages 10 7 1 7 Apricots 73 packages 10 1 - Apricots, canned 59 cases 19 2 4 93 68 cases and 9 tins Apricot Pulp 2 11 687 cases and 1 tin 31 10 1 15 Bacon Various pieces 8 3 23 Bananas 46 crates 2 Black Currants 7 baskets & 51 half 11 14 Blackcurrant Pulp sieves 76 cases & 2 tins 4 7 1 6 Butter 4 boxes 2 Canned Goods, various 3 2 24 90 loads 91 16 Casings I 1 cask 0 4 0 0 Cauliflower 2 casks 3 Caviare 19 2 4 1 cask 0 2 0 0 Cheese 19 2 4 Cherries 150 'pkages 1 15 Condensed Milk 108 cases 2 2 9,291 tins 3 10 1 17 1 case 0 0 1 14 1 case 0 0 1 14 Currants 3,336 cases 92 7 3 4 bags 2 Dates Ort _*1- MMAH 4 2 7 Eggs 89 p'kages & 2,879 tins 223 19 2 3 841 cases 142 0 0 0 Egg Yolk 34 casks & 614 tins 11 2 UNSOUND FOOD AND FOREIGN MEAT REGULATIONS-continued.",weak,implied,"bacon, bananas, apricot, cheese",,
"On the 19th December a case of measles was taken from schooner "" Florence,"" lying at Gravesend, and the vessel fumigated.",weak,implied,fumigated,,
F rench Messageries Maritimes de France.,0,,,,
"85,946 Gray, Dawes & Co. - Gravesend and Royal Albert Dock.",0,,,,
"As it does not do to take all these results for granted, we propose, with the sanction of the Committee, to run over to Leysin, Switzerland, for two or three days from the 11th inst.",0,,,,
In Tables III and IV of Appendix will be found tables dealing with deaths in the Borough.,0,,,,
"The numerous large tubercular glands have diminished very much in size, but there is still evidence of enlarged bronchial glands.",0,,,,
"This question of the after-care of Tuberculosis cases, whether Pulmonary or Surgical, has been one of the great difficulties in dealing with this disease in England and elsewhere, and the suggestion made here, while not completely solving it, may go a long way towards doing so.",0,,,,
"An important change in premises occurred in May, when the former Hostel at 110, Grange Road was transformed into a Welfare Centre for the mothers who formerly met in the Shelter, behind the Town Hall.",0,,,,
"The number of deaths registered in the borough during the year was 58, as compared with 46 for the previous year.",0,,,,
"Living Children 1068 Still-born Children 28 1096 Notified by Medical Practitioners 394 „ St. George's Hospital 72 „ Midwives 463 „ Chelsea Workhouse 94 „ Parents, etc 85 1108 Deduct dual notification 12 1096 Total number of Chelsea births registered in the Borough 259 4 The notifications, therefore, formed 87 per cent, of the total live births of Chelsea residents registered in the Borough, as compared with 100 per cent, in 1919, 89 per cent, in 1918, 98 per cent, in 1917, and 91 per cent, in each of the years 1915 and 1916.",0,,,,
"I might say that, in connection with these sketches, the ideas came entirely from the Propaganda Officer, and the details were carried out by professional artists in the advertising world.",0,,,,
"POPULATION according to the Census of 1921.—119,452.",0,,,,
April 5 Diadem Malta - Mar.,0,,,,
"And a Motion being made and Question put, That this Court doth agree with the Committee in their said Report, the same was Resolved in the Affirmative and Ordered accordingly.",0,,,,
"It is further laid down, for the first time, that on the arrival of any vessel infected with cholera, the Medical Officer of Health shall give information to the Local Government Board.",0,,,,
"There were certain members of a juvenile audience at a meeting at which I was present who showed that they had profited by the instructions of the Propaganda Officer by lustily singing all the verses on the electric sign to the well-known tune of "" My Sweet Hortense."" There were also several diminutive sanitarians who were able to talk about the cleaning of teeth, tuberculin tested milk and the germ theory.",0,,,,
The question of Sun Treatment might be said to have had its commencement in May of this year when Dr. Rolher gave a lecture at Guy's Hospital on Heliotherapy and Tuberculosis.,0,,,,
"There were 149 deaths due to this cause, which is 5 more than the number recorded in the previous year.",0,,,,
"71,686 Gray, Dawes & Co. - Royal Albert Dock Enteric Fever (2) Calcutta Convalescent on arrival „ 16 Canvey Island — — — Measles (4) Previous cases Isolated „ 20 Ditto — — — — Ditto (2) Above cases - Ditto Nov.",0,,,,
"The plan I propose to adopt is to divide the Borough into two parts according to the present Health Visitors' districts, the Western part comprising the Districts 1, 2, 3, 4, and the Eastern part the Districts 5, 6, 7, 8.",0,,,,
"Dunstan'sPLON 16 34 SANITARY. REPORT, PORT OF LONDON SANITARY COMMITTEE, WITH THE HALF-YEARLY REPORT OF THE MEDICAL OFFICER OF HEALTH FOR THE PORT OF LONDON, To 30th June, 1890.",0,,,,
Co. Royal Albert Dock Measles Bombay Aden „ 29 W orcester Thain es Nautic al College - Greenhithe Measles (3 cases) (see 8th May) Port Sanitary Hospital June 1 Ditto Di tto _____ Ditto Measles (see 8th May) Ditto „ 14 Persian Monarch Str.,0,,,,
"Of the total 65 cases, 36, or 55 per centl were Chelsea residents, and 29, or 45 per cent., were residents of other districts.",0,,,,
Number in borough 6 „ of inspections 65 Limewashed 15 Walls repaired 1 Offensive Businesses.,0,,,,
"The building recommended by Dr. Connan would take the form of a large verandah 100 feet by 45 feet, with doors.",0,,,,
"5. That the present District Inspectors keep on the administration of the Unsound Food Section of the Public Health Act, 1891, i.e., the supervision of all shops in their District where food is retailed, and also the markets.",0,,,,
Fourteen of the old ones were found to be in fairly good condition.,0,,,,
"All these lectures were well attended, and the audience has increased each time.",0,,,,
"Soon after, a second case, also fatal, was reported from Bugbrooke, Northampton, on the same boat.",0,,,,
"The Local Government Board also sanctioned the appointment of Mr. John V. Snowdon and Mr. Joshua Owner as Sanitary Inspectors for the Borough, to fill the vacancies caused by Mr. Thomas Turner being transferred to carry out the duties required to be performed under the Dairies and Milkshops Orders, the Factory and Workshops Acts, the Canal Boats Acts, and the Regulations relating to Slaughter Houses, Knackers' Yards, and Offensive Businesses, and Mr. Robert D. J. Simpson who was transferred to execute the duties required to be performed under the Clauses of the Public Health (London) Act, 1891, relating to the notification and prevention of infectious diseases.",0,,,,
Under the provisions of the new Act of 1901 the duties of the local authorities are more defined and imperative.,0,,,,
"BY R. KING BROWN, B.A, M.D., D.P.H., Medical Officer of Health.",0,,,,
It does not come within the province of the Borough to undertake the treatment which we saw carried out in Leysin.,0,,,,
"The discharging sinus has been healed for two and a half months, and the cervical glands are very much smaller.",0,,,,
"82 254 Anderson, Anderson & Co., Fenchurch Street.",0,,,,
(15) Sending twice in the year.,0,,,,
18 boats have been registered for the first time.,0,,,,
"This list was duly obtained from His Majesty's Inspector and a register compiled, and added to from time to time as required.",0,,,,
Sixty-five cases in all were admitted during the first year.,0,,,,
A copy of these regulations is appended to the Medical Officer's Report.,0,,,,
Tilbury - Small-pox Ismailia Naples April 2 Clan Macintosh Str.,0,,,,
"When the Interim Tuberculosis Care Committee was first formed, a great deal of reliance was placed on voluntary effort in making provision for tuberculous persons, but the State and the various Local Public Authorities have now recognised their duties in this respect, so that matters are completely altered, and provision in the vast majority of cases can be obtained from one or another of the Public Bodies mentioned in the table.",0,,,,
"DAIRIES, COW SHEDS AND MILK SHOPS, SLAUGHTER-HOUSES AND OFFENSIVE BUSINESSES. Under the London Government Act, 1899, it became the duty of the Metropolitan Borough Councils to enforce the byelaws and regulations with respect to Dairies and Milk Shops, and with respect to Slaughter Houses, Knacker's Yards and Offensive Businesses.",0,,,,
My thanks are also specially due to my staff.,0,,,,
"16 These remarks, obviously, will not apply to any institutions or public bodies who may desire to make use of your Hospital for their patients.",0,,,,
"All these cases were of a mild character, and did well in the Port Hospital to which they were removed.",0,,,,
"We have got beyond the stage of giving general advice, and we want now to get down to particulars.",0,,,,
"In the case of the ordinary school we have got the Elementary Education Acts which ensure an audience, but in our case the audience is a voluntary one.",0,,,,
"Metropolitan Borough of Bermondsey, ANNUAL REPORT OF THE MEDICAL OFFICER OF HEALTH. To the Mayor, Aldermen and Councillors of the Metropolitan Borough of Bermondsey.",0,,,,
"Deficient in fat, 12.0 per cent.",0,,,,
INFLUENZA. Influenza was the cause of 17 deaths as against 21 for the previous year.,0,,,,
"Adjourned to next meeting 15, Green-street face and floor To strip, cleanse and repair the premises and exterminate vermin Kensington 19 Oct.",weak,implied,"vermin, cleanse",,
"A small experimental station was, however, established in the Tuberculosis Dispensary at 108, Grange Road, and we are at present awaiting the sanction of the Ministry of Health and the London County Council to establish a small solarium in the gardens at the rear of this Dispensary and the Maternity and Child Welfare Centre at 110, Grange Road.",0,,,,
"In all cases where either the cause of death is known to be an infectious disease without evidence of fumigation, or where the cause of death is unknown, fumigation is carried out, and the facts, so far as ascertainable, reported to the Board of Trade.",0,,,,
There were five other children living in the same boat.,0,,,,
"This disparity of numbers is, as I have previously pointed out, mainly due to the fact that some registration authorities licence for the full number of persons who can be carried, as calculated by the cubic capacity of the cabin without any reference to the legal requirements as to proper sleeping accommodation.",0,,,,
Such facts can also be confirmed by the statistics published by Dr. Rollier of cases he has treated during the last 20 years.,0,,,,
5. The relief of the family by the boarding out of children or the finding of work for the other members.,0,,,,
The three chief points in this Act were 1.,0,,,,
"Other miscellaneous seizures of food comprised 6,800 boxes of oranges, 32 cases of apples, 8 cases of pears, 13 cases of pineapples, one case of German sausages, 2 cases of salmon, 2 cases of sardines, and 10 cases of vegetables.",weak,implied,"pinapples, organges, apples, pears, salmon, sardines ",,
"Provision could be made for treating men and women separately, also for lavatory accommodation drainage, supply of electricity, water supply, suitable dressing rooms, and the cost of all this will be found at the end of this report The staff required would consist of an additional Tuberculosis Officer, two nurses, a cleaner, and men to look after the ground to be provided by the Beautification Committee at our cost.",0,,,,
"4. At the present time there are some 300 old standing cases in Bermondsey who have been under treatment at various times, and would benefit by the sun treatment at intervals.",0,,,,
"The death rate has increased very slightly compared with 1923, which was exceptionally low.",0,,,,
"Chairman —Councillor WEIGHTMAN. Alderman Bustin, J.P. Councillor Owen. „ Neville. „ Roll. „ Wallsgrove. „ Rudland Williams.",0,,,,
"Death rate, 3.0 per 10,000 population.",0,,,,
"The arrangement proposed by the training ships would, if carrried out, provide such extra means of isolation without cost to the authority, and I am, therefore, naturally anxious to see the negotiations brought to a satisfactory termination.",0,,,,
"154F Vinegar Added water, 4.4 per cent.",0,,,,
"January 3 Arcadia 93,172 Royal Albert Dock Sydney 17 carcases and 8 parts of carcases of mutton. „ 4 Lady Jocelyn 11,923 East India Dock New Zealand 2 carcases and 6 parts of carcases of mutton. „ 8 Tainui 90,001 Royal Albert Dock Ditto 1 carcase, 1 half-carcase of mutton, and 3 pieces beef. „ 13 St. Andrew 68,252 West India Dock Valentia 6,800 boxes oranges. „ 15 Kaikoura - 89,627 Royal Albert Dock New Zealand 180 carcases, 9 part carcases, 1 piece beef. „ 29 Brittannia 93,196 Ditto Ditto 4 carcases and 3 part carcases of mutton.",weak,implied,carcasses,,
Number of Sessions Per Week.,0,,,,
Population estimated to middle of each year.,0,,,,
Dr. Norah Pinkerton was appointed as Medical Officer on Dr. Harrison's resignation.,0,,,,
5. Proper washing accommodation and clean overalls to be provided for the workers.,0,,,,
"The cost of purchasing the samples, £ s. d. including agent's fees, &c. 33 13 1 The amount of fines inflicted... ... 126 11 0 The amount of costs recovered... ... 13 15 6 ICE CREAM. According to the regulations of the London County Council (General Powers) Act. which came into force on November 1st, 1902, certain very definite requirements are demanded on the part of the makers and vendors of ice cream.",0,,,,
